"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","inline-block","truncate"
"https://shopee.co.id/-1-2-PON-Mutiara-Jepang-Payet-Mote-Jepang-Kw-1-Kw-A-Grade-A-Variasi-Ukuran-3mm-4mm-6mm-8mm-Warna-Gold-Light-Gold-Rose-Gold-Silver-i.235245330.21285331293?extraParams=%7B%22display_model_id%22%3A167916646557%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdye-mcu5uv2ipam191","[1/2 PON] Mutiara Jepang / Payet Mote Jepang Kw 1 / Kw A / Grade A Variasi Ukuran 3mm 4mm 6mm 8mm Warna Gold, Light Gold, Rose Gold, Silver","114.950","4.9","622 terjual"
"https://shopee.co.id/-50-GRAM-Mutiara-Jepang-Payet-Manik-Jepang-Kw-1-Kw-A-Grade-A-3mm-4mm-6mm-8mm-Warna-Putih-Broken-White-i.235245330.21753170473?extraParams=%7B%22display_model_id%22%3A212671313753%2C%22model_selection_logic%22%3A2%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdw8-mcu4eocc3wb28f","[50 GRAM] Mutiara Jepang / Payet Manik Jepang Kw 1 / Kw A / Grade A 3mm 4mm 6mm 8mm Warna Putih , Broken White","55.000","4.9","510 terjual"
"https://shopee.co.id/-5-GRAM-Mutiara-Jepang-Payet-Mote-Manik-Jepang-Bulat-Kw-1-Kw-A-Grade-A-Ukuran-3mm-4mm-6mm-8mm-Gold-Light-Gold-Rose-Gold-Silver-i.235245330.23976597506?extraParams=%7B%22display_model_id%22%3A184500355076%2C%22model_selection_logic%22%3A2%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdya-mcuerv53wojg0b","[5 GRAM] Mutiara Jepang / Payet Mote Manik Jepang Bulat  Kw 1 / Kw A / Grade A Ukuran 3mm 4mm 6mm 8mm Gold, Light Gold, Rose Gold, Silver","10.285","4.9","7RB+ terjual"
"https://shopee.co.id/-50-GRAM-Part-1-Mutiara-Jepang-Payet-Mote-Jepang-Kw-1-Kw-A-Grade-A-Warna-Warni-Variasi-Ukuran-3mm-4mm-6mm-8mm-i.235245330.23151109320?extraParams=%7B%22display_model_id%22%3A128330234417%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdwe-mcx3bx1pmak902","[50 GRAM] Part 1 Mutiara Jepang / Payet Mote Jepang Kw 1 / Kw A / Grade A  Warna-Warni Variasi Ukuran 3mm 4mm 6mm 8mm","53.375","4.9","688 terjual"
"https://shopee.co.id/-10-GRAM-Part-1-Mutiara-Jepang-Payet-Mote-Jepang-Kw-1-Kw-A-Grade-A-Ukuran-3mm-4mm-6mm-8mm-Warna-Warni-i.235245330.23976598033?extraParams=%7B%22display_model_id%22%3A275923277098%2C%22model_selection_logic%22%3A2%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdw6-mcx2wjhnpz6ca4","[10 GRAM] Part 1 Mutiara Jepang / Payet Mote Jepang Kw 1 / Kw A / Grade A Ukuran 3mm 4mm 6mm 8mm Warna-Warni","14.975","4.8","6RB+ terjual"
"https://shopee.co.id/-1-PON-Mutiara-Jepang-Payet-Mote-Manik-Jepang-Bulat-Kw-1-Kw-A-Grade-A-Warna-Putih-Broken-White-3mm-4mm-6mm-8mm-i.235245330.21853167469?extraParams=%7B%22display_model_id%22%3A136896571375%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdwa-mcu4kfpsixvde3","[1 PON] Mutiara Jepang / Payet Mote Manik Jepang Bulat  Kw 1 / Kw A / Grade A Warna Putih , Broken White 3mm 4mm 6mm 8mm","198.000","5.0","154 terjual"
"https://shopee.co.id/-5-GRAM-Part-1-Mutiara-Jepang-Payet-Mote-Manik-Jepang-Kw-1-Kw-A-Grade-A-Warna-Warni-3mm-4mm-6mm-8mm-i.235245330.23251103601?extraParams=%7B%22display_model_id%22%3A118156969703%2C%22model_selection_logic%22%3A2%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdyi-mcx1wjq1vnxid3","[5 GRAM] Part 1 Mutiara Jepang / Payet Mote Manik Jepang Kw 1 / Kw A / Grade A Warna-Warni 3mm 4mm 6mm 8mm","9.995","4.8","3RB+ terjual"
"https://shopee.co.id/-100-GRAM-Mutiara-Jepang-Payet-Mote-Jepang-Bulat-Kw-1-Kw-A-Grade-A-Ukuran-3mm-4mm-6mm-8mm-Warna-Gold-Light-Gold-Rose-Gold-Silver-i.235245330.22958155205?extraParams=%7B%22display_model_id%22%3A147058601012%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdyr-mcu5mrk9ad4w98","[100 GRAM] Mutiara Jepang / Payet Mote Jepang Bulat  Kw 1 / Kw A / Grade A Ukuran 3mm 4mm 6mm 8mm Warna Gold, Light Gold, Rose Gold, Silver","77.000","4.9","300 terjual"
"https://shopee.co.id/-100-GRAM-Mutiara-Jepang-Payet-Mote-Manik-Jepang-Bulat-Kw-1-Kw-A-Grade-A-Putih-dan-Broken-White-3mm-4mm-6mm-8mm-i.235245330.20253172302?extraParams=%7B%22display_model_id%22%3A202671274519%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdxy-mcu4gfkngm6426","[100 GRAM] Mutiara Jepang / Payet Mote Manik Jepang Bulat  Kw 1 / Kw A / Grade A Putih dan Broken White 3mm 4mm 6mm 8mm","77.000","4.9","229 terjual"
"https://shopee.co.id/-1-2-PON-Mutiara-Jepang-Payet-Mote-Jepang-Kw-1-Kw-A-Grade-A-Variasi-Ukuran-3mm-4mm-6mm-8mm-Warna-Putih-Broken-White-i.235245330.18253171682?extraParams=%7B%22display_model_id%22%3A192671228183%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/sg-11134201-7rdvt-mcu4ihqyyc55aa","[1/2 PON] Mutiara Jepang / Payet Mote Jepang Kw 1 / Kw A / Grade A Variasi Ukuran 3mm 4mm 6mm 8mm Warna Putih, Broken White","110.000","4.9","116 terjual"
